Title,Year,Quote,Trans
Teesri Aankh: The Hidden Camera,Release Year - 2006,Main bhi wohi karta hoon joh upar waala kehta hai ... woh nahi joh yeh upar waale kehte hai,I do what God tells me ... and not what these people above me tell me

Teesri Aankh: The Hidden Camera,Release Year - 2006,Hum gunde hai aur jab tak hum hamare andar ke gunde ko khatam nahi karenge ... tab tak samaaj mein gundagardi khatam nahi hogi,We are goons and until we eliminate the goon within us ... till then rowdyism in the society will not end

Teesri Aankh: The Hidden Camera,Release Year - 2006,Sakht kanoon banane se nahi ... kanoon ka sakhti se paalan karne se hi atyachar kam honge,Not by making stricter laws ... but injustice will reduce by following the laws in a strict manner

Teesri Aankh: The Hidden Camera,Release Year - 2006,Bimari aur jurm ... chupane se dono badte hai,Disease and crime ... they both grow when you hide them

Kaafila,Release Year - 2007,Upar waale ne har insaan ko kisi na kisi hunar ya kabiliyat se nawaza hai ... agar hum usse pehchaan le toh kamyabi kahin bhi hasil ho sakti hai,"God has gifted everyone with some talent, some ability ... if we are able to recognize that then success can be achieved anywhere"

Kaafila,Release Year - 2007,Apno ko khokar kabhi sapne sach nahi hote,Dreams can never come true by losing your dear ones

Kaafila,Release Year - 2007,"Zindagi koshish karke samajhne waali cheez ka naam nahi hai ... isne pehle bhi joh mujhe samjhana tha samjhaya hai ... aage bhi joh samjhana hoga samjhayegi, apne tareeke se","Life is not about trying and understanding something ... in the past it has made me understand what it wanted to ... and moving forward also it'll make me understand what it wants to, in its own style"

Udta Punjab,Release Year - 2016,Hamaar sunba na toh ganiyan phatt jayi,If you listen to my story then your a*s will rip apart

Udta Punjab,Release Year - 2016,Nasha gala banda karta hai ... par aundha effect poori family te hota hai,An individual is the one who takes drugs ... but it's effect is felt by his entire family

Udta Punjab,Release Year - 2016,Saare gabru toh sooiyan lagake tight hai madam ... ab ladies ko kuch karna padega na,All the guys are intoxicated by taking the injection of drugs ... hence now the ladies will have to do something

Udta Punjab,Release Year - 2016,Maine aaj tak kabhi kisi ke liye kuch nahi kiya ... ek vaar kar lene de yaar ... mukti mil jaani hai mujhe,Till today I've never done anything for anyone ... let me do one thing my friend ... I'll get liberation from it

A Flying Jatt,Release Year - 2016,You're not one in a million ... you are the one,You're not one in a million ... you are the one

A Flying Jatt,Release Year - 2016,Har yug mein paap ka anth karne ke liye ... eeshwar khud kisi roop mein dharti par aate hai,"In every era, to put an end to the sins ... god himself comes down to earth in some guise or the other"

A Flying Jatt,Release Year - 2016,Agar hamare andar vishvas hai ki hum sahi hai ... toh hamare andar taqat apne aap aa jaati hai,If we have the belief within us that we are right ... then the strength comes to us automatically

A Flying Jatt,Release Year - 2016,Ek Sikh savah lakh ke barabar hota hai,A Sikh person is equal to more than a lakh people

Awaargi,Release Year - 1990,Sharaab bhi aaisi cheez hai ... koi gham mein peeta hai toh koi khushi mein ... magar main sharaab is liye peeyonga ... ki ab na gham raha na khushi,Alcohol is such a thing that ... someone drinks in sorrow and someone drinks in happiness ... but I'll drink alcohol because ... now there is no sorrow and no happiness left for me

Awaargi,Release Year - 1990,Kuch log chale jaate hai magar marte nahi ... aane waali zindagiyon mein khushboo bankar reh jaate hai,Some people leave but they don't die ... then stay like fragrance in the coming lives

Awaargi,Release Year - 1990,Mujhe zyada bolne ki aadat nahi hai ... main joh bolta hoon woh sun aur joh nahi bolta hoon woh dhyaan se sun,I'm not in the habit of saying a lot ... listen to what I'm saying and listen carefully to what I'm not saying

Awaargi,Release Year - 1990,Jab sangeet aur sangeetkar ek ho jaye ... toh us samay bhagwan ke darshan hote hai,When music and musician become one ... then at that moment you get to witness god

Amiri Garibi,Release Year - 1990,Shaadi vivah mein jab bhi jaana hota hai na ... toh hamari memsaab ko toh do din pehle bata dena padta hai ... unko sajne savarne mein itna waqt lag jaata hai ... ki shaadi ke din ki bajai hum pehle bache ke janam din par hi pahunch paate hai,Whenever we have to go for a wedding ... then I have to tell my wife atleast a couple of days ahead of time ... she takes so much time to get ready that ... instead of the wedding we end up reaching on the birthday of the couple's 1st child

Amiri Garibi,Release Year - 1990,"Ek aurat ke liye uske pati ke pyar ke bina duniya ki tamaam daulat, saare sukh ke samaan ... us bejaan kagaz ke phool ki tarah hote hai ... jin mein banavati rang toh hote hai lekin zindagi ki khushboo nahi hoti","For a woman all the wealth and all the luxuries of the world, without her husband ... are like those lifeless paper flowers ... which have artificial colours in them but not the fragrance of life"

Amiri Garibi,Release Year - 1990,Jab tu bahar se kisi daulat waale ka bangla dekhega na ... toh tujhe lagega ki bhagwan ne isse bahut kuch diya hai ... par jab andar jaake dekhega ... toh tujhe lagega bhagwan ne isse bahut kuch cheen bhi liya hai,When you'll look at a rich man's bungalow from outside ... then you'll feel that god has given him so much ... but when you'll go inside and see ... then you'll feel that god has also taken away a lot from him

Amiri Garibi,Release Year - 1990,Aurat ki sundarta aur jawaani ka mehatva tabhi hai ... jab us mein mard ko rijhane ki adayein ho ... patthar ko pighlane waale husn ka jaadu ho,The beauty and youth of a woman has value only when ... she has the style of pleasing a man ... she has the magical body that could melt a stone

Har Har Mahadev,Release Year - 1974,Pahadon se bhid jaane par bhi hridhay utna dukhi nahi hota ... jitna swabhimaan ko thes lagne par hota hai,Even on fighting against the mountains the heart doesn't feel that sad ... as much as it does when your self-respect gets hurt

Har Har Mahadev,Release Year - 1974,Kroadh ko hi tej manne waala tejasvi nahi ... usse jeetne waala tejasvi aur shaktishali hota hai,"The one who believes that only anger is great, is not smart ... the one who wins over it, is smart and strong"

Har Har Mahadev,Release Year - 1974,Sansaar mein gangajal se paap dhone ke saath saath ... punya ki bhi dhaara bahao,"In this world, along with rinsing your sins in the water of river Ganges ... also do some good deeds"

Har Har Mahadev,Release Year - 1974,Pran dene se paap ka anth nahi hota ... punya ke prabhav se hota hai,Sins don't end by ending your life ... they end with the effects of virtue

Mohenjo Daro,Release Year - 2016,Joh mutthi ab tak khuli hui thi ... usse band karne ka samay aa gaya hai,The fist that was open until now ... the time to close it has now come

Mohenjo Daro,Release Year - 2016,Tujhe Mohenjo Daro pe raj karna hai ... aur mujhe seva,You want to rule on Mohenjo Daro ... and I want to serve it

Mohenjo Daro,Release Year - 2016,Wahan log nahi ... lobh lalach baste hai,People don't live there ... greed and selfishness lives there

Mohenjo Daro,Release Year - 2016,Anyay ka virodh karna hi nyay karna hota hai,To stand against injustice is doing justice

Kabali,Release Year - 2016,Sapne mein chahe jitni bhi taqleefein ho ... aankh khulte hi sari taqleefein mitt jaati hai,No matter how many problems occur in dreams ... all the problems go away when you open your eyes

Kabali,Release Year - 2016,"Sar jhukakar, jee malik bolkar khada ho jaata hai ... aisa kabali samjha hai kya ... kabali hai yeh!","The one who stands bowing his head down and says yes master ... do you think I'm such type of a servant ... not at all, I'm a gangster!"

Kabali,Release Year - 2016,Teri muskaan se meri saansein chalti hai ... meri saans agar ruk bhi jaye toh is muskaan ko bachake rakhna,"Your smile keeps my breath going ... even if my breaths stop, then to keep your smile going"

Baar Baar Dekho,Release Year - 2016,Tum mera guzra hua kal thi ... aane waala kal hogi ... aur yeh pal ho,You're my past ... you'll be my future ... and you're my present

Baar Baar Dekho,Release Year - 2016,"Joh guzar gaya woh haath mein nahi ... aane wala kal, joh kisse pata kya layega ... paas hamare sirf aaj hai, sirf ab hai ... us hi pe control hai ... bas yeh pal haath mein hai","What has past is not in our hands ... the tomorrow, who knows what it'll bring ... we only have today, this moment with us ... we only have control over that ... we only have this moment in our hands"

Baar Baar Dekho,Release Year - 2016,Kabhi kabhi jab logon ko kuch samajh na aaye ... toh usse moden art keh dete hai,Sometimes when people don't understand anything ... then we call it modern art

Baar Baar Dekho,Release Year - 2016,Main apna har aaj sirf tumhare saath bitana chahta hoon,I want to spend every present moment of mine with you

Magadheera,Release Year - 2009,Dance ka matlab sirf body ko hilana nahi hota hai ... aise steps lo ki logon ki seetiyon se chatt udh jaye,Dance doesn't only mean to shake your body ... show such steps that the ceiling blows away by the whistles of the audience

Magadheera,Release Year - 2009,Agar maine thaan liya ki yeh cheez meri hai ... toh har keemat par woh meri hai,"If I make a decision that, a thing will be mine ... then no matter what, that thing will become mine"

Magadheera,Release Year - 2009,Face jitna bhola ... utna hi aag ka gola,Her face looks innocent ... but she's a fireball

Magadheera,Release Year - 2009,Guru gudh hi reh gaya ... chela shakkar ban gaya,The trainer remained as jaggery ... while the student turned into sugar

Pyaasa (2002),Release Year - 2002,Ghar kabhi chota ya gareeb nahi hota ... ghar toh uske ghar waalo se bada hota hai,A house is never small or poor ... a house becomes big with the people living in it

Pyaasa (2002),Release Year - 2002,Cheenkar pyaas bujhane mein woh maza nahi ... joh paakar pyaas bujhane mein hai,The fun in snatching and quenching your thirst is nothing ... as compared to the fun in attaining and quenching your thirst

Pyaasa (2002),Release Year - 2002,"Lambi hai taangein, mast hai chaal ... Brahmi Amla Kesh Tel ke lambe lambe baal ... gaal hai laal, ladki hai malamaal ... uff, uspe uske goggle ki mazboot hai dhaal","Long legs, gorgeous walking style ... long hair that uses Brahmi Amla Kesh Oil ... red cheeks, rich girl ... oh my, on top of that these stylish goggles"

Chirag,Release Year - 1969,"Tera haath, haath mein aa gaya ... ke chirag raah mein jal gaye",When your hand came in my hand ... then lamps lit in the path

Chirag,Release Year - 1969,"Tu mere samne hai ... teri zulfein hai khuli, tera aanchal hai dhala ... main bhala hosh mein kaise rahoon, kaise rahoon","You're in front of me ... your hair is untied, your scarf is flowing ... how can I not lose my senses"

Babul,Release Year - 1950,Khushi ke saath duniya mein hazaron gham bhi hote hai ... jahan bajhti hai shehnai wahan matam bhi hote hai,"Along with happiness there are thousands of sorrows in the world as well ... where the wedding bells ring, over there at times there is mourning as well"

Babul,Release Year - 1950,"Mohabbat mein jeena, mohabbat mein marna ... na aansoon bahana, na fariyad karna","Live being in love, die being in love ... don't shed tears, don't make a request"
